baseline_presacc_mean,baseline_presacc_STD,baseline_presacc_raw_mean,baseline_presacc_raw_STD,max_visual,mean_visual,max_memory,mean_memory,max_visual_raw,mean_visual_raw,max_raw_memory,mean_memory_raw,Visual_response_STDFromMean,memRespSTDfromMean,above_mean+SD_visual_response,above_mean+SD_memory_response,last_baseline_mean,first_memory_mean,TaskType,baseline_max_raw,visual_response_strength,memory_response_strength,memory_presacc_raw_mean,visual_presacc_raw_mean,baseline_raw_mean,memory_latency,visual_latency,memory_raw_latency,visual_raw_latency,visual_vs_memory_ttest,baseline_vs_memory_ttest,baseline_presacc_max,baseline_max,memory_presacc_max,memory_max,visual_presacc_max,visual_max,baseline_presacc_mean_narrow,baseline_mean,memory_presacc_mean_narrow,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ranksum,memory_response_BC,baseline_presacc_max_raw,memory_presacc_max_raw,baseline_presacc_max_narrow,baseline_max_narrow,memory_presacc_mean_psth,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ttest_from_mean,visual_vs_baseline_ttest,memory_vs_baseline_ttest,visual_vs_memory_ztest,visual_vs_baseline_ztest,memory_vs_baseline_ztest,visual_vs_memory_ttest_h,visual_vs_baseline_ttest_h,memory_vs_baseline_ttest_h,memory_vs_presacc_baseline_ztest,last_baseline_max,first_memory_max,last_baseline_median,first_memory_median,baseline_presacc_median,baseline_median,memory_presacc_median,memory_median,visual_presacc_median,visual_median,memory_vs_baseline_median_ztest,memory_vs_baseline_median_kstest,baseline_modulation_perisacc_max_ranksum,memory_vs_baseline_median_ztest2,baseline_modulation_median,median_visual_response_BC,baseline_modulation_median_gauss,visual_response_median_gauss_BC,memory_response_gauss_mean_BC,memory_response_gauss_max_BC,memory_response_gauss_median_BC,baseline_presacc_gauss_mean,baseline_gauss_mean,baseline_presacc_gauss_mean_narrow,baseline_gauss_mean_narrow,visual_presacc_gauss_mean_narrow,visual_gauss_mean_narrow,baseline_presacc_gauss_max,baseline_gauss_max,memory_presacc_gauss_max,memory_gauss_max,visual_presacc_gauss_mean,visual_gauss_mean,baseline_presacc_gauss_median,baseline_gauss_median,memory_presacc_gauss_median,memory_gauss_median,visual_presacc_gauss_median,visual_gauss_median,baseline_narrow_gauss_mean,memory_narrow_gauss_mean,visual_narrow_gauss_mean,baseline_narrow_gauss_max,memory_narrow_gauss_max,visual_narrow_gauss_max,baseline_narrow_gauss_median,memory_narrow_gauss_median,visual_narrow_gauss_median,memory_gauss_mean_BC,memory_response_gauss_max_BC2,memory_response_gauss_median_BC_narrow,visual_response_gauss_mean_narrow_BC,visual_response_gauss_max_narrow_BC,visual_vs_baseline_gauss_median_narrow,visual_response_mean3_BC,memory_1st_vs_4th_Q_max_ranksum,visual_1st_vs_4th_Q_max_ranksum,new_saccade_baseline_max_ranksum,visual_geomean,visual_geomean_BC,memory_median_latency,visual_median_latency,visual_vs_base_median_p,memory_latency_in_50ms_of_max,visual_latency_in_50ms_of_max,memory_latency_sliding_ranksum,visual_latency_sliding_ranksum,memory_latency_sliding_above_baseline,visual_latency_sliding_above_baseline,memory_latency2,visual_latency2,baseline_presacc_spike_median,baseline_spike_median,memory_presacc_spike_median,memory_spike_median,visual_presacc_spike_median,visual_spike_median,baseline_modulation_spike_median,memory_response_spike_median_BC,visual_response_spike_median_BC,visual_response_spike_median ,memory_response_strength_vs_2D_baseline,memory_response_2D_mean_BC,memory_response_2D_median_BC,early_baseline_mean,early_baseline_max,early_baseline_median,last_memory_mean,last_few_memory_mean,last_memory_max,last_few_memory_max,last_memory_median,last_few_memory_median,visual_modulation_max_perisaccadic,baseline_presacc_median_raw2,baseline_median_raw2,memory_presacc_median_raw2,memory_median_raw2,visual_presacc_median_raw2,visual_median_raw2,baseline_modulation_mean,baseline_modulation_median_ranksum,baseline_presacc_narrowwindow_median,baseline_narrowwindow_median,baseline_presacc_narrowwindow_mean,baseline_narrowwindow_mean,baseline_presacc_narrowwindow_max,baseline_narrowwindow_max,visual_median_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_presacc_narrowwindow_max,visual_narrowwindow_max,memory_narrowwindow_median,memory_presacc_narrowwindow_mean,memory_narrowwindow_mean,memory_presacc_narrowwindow_max_narrow,memory_narrowwindow_max,baseline_modulation_perisacc_median_narrow_window,baseline_modulation_perisacc_mean_narrow_window,baseline_modulation_max_perisacc_narrow,visual_modulation_median,visual_modulation_mean_narrow,visual_modulation_perisacc_max,visual_median_BC,visual_response_mean5_BC,visual_response_peak_BC,memory_vs_base_median_p,memory_response_spike_mean_narrow_BC,memory_response_peak_BC,baseline_median_perisaccadic_modulation,baseline_mean_perisaccadic_modulation,baseline__modulation_perisacc_max,visual_median_perisaccadic_modulation2,visual_mean_perisaccadic_modulation,baseline_pre_vs_eyepos_median,baseline_pre_vs_eyepos_mean,baseline_pre_vs_eyepos_max,baseline_modulation_max,mem_vs_vis_indices,memory_pre_vs_post_sacc,baseline_VS_memory_mean_Indices,pre_vs_post_baseline_mean_indices,subject
2.55E-16,1,2.4752,4.5592,15.734,2.1183,1.4284,0.001,16.364,16.061,2.1645,0.3942,11.396,1.4274,1,1,4.9505,4.9505,2,7.5758,0.022421,0.51424,0.70721,0.63006,0.55188,-46,24,1,197,0.0011738,1,18.519,18.519,7.9365,18.519,5.5556,47.778,2.4752,1.6502,0.70721,1.6502,0.58306,5.7866,0.00017588,0.51424,15.152,2.1645,83.333,0,23.81,23.81,10,50,0.00049816,5.02E-10,1,-3.5739,-6.3841,0.03569,1,1,0,0.2832,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.086932,0.51882,0.51884,1,2.465,0.14081,0.70474,0.70887,0.61029,3.4597,13.265,4.0328,5.6802,5.6992,4.566,23.065,0.29214,0,0,0,0.020842,0.11966,0,0.47729,3.3002,0,3.106,13.021,0,0,1.0756,0.18188,0.18188,1,0.0002384,0.00016802,0.0047091,0.049728,1,1,3456,0,1,-124,276,1,3333,4445,3452,254,165,29,165,24,0,1,0,1,0,2,0.1,0.86111,0.004633,1.57E-13,1,1,1,0.9901,11.111,0,4.9505,0.9901,55.556,11.111,0,0,5.76E-11,0,0,0,0,0,1.8182,1,1,0,0,4.902,3.268,18.519,18.519,0,0.39216,9.0414,2.2222,47.778,0,0.93371,2.3343,5.291,13.228,1,1,1,1,1.26E-12,7.30E-13,1,0.020344,0.022421,1,0.69114,0.69114,1,0.45455,1,1,8.62E-11,1,0.45455,0.45455,1,0.44134,0.4,0,0,1
0.001,1,0.38081,1.0947,10.462,2.5786,6.8342,0.9218,24.955,19.311,15.152,4.5906,10.462,6.8332,1,1,0,9.901,2,6.993,5.62E-09,0.026435,2.944,2.8503,1.783,146,12,-87,-101,0.0012078,0.049001,4.2735,42.735,30.093,57.87,25.054,80.61,0.38081,4.1889,2.7503,6.8528,2.9876,11.184,0.0010826,0.0078638,3.4965,7.5758,38.462,38.462,20.833,20.833,19.608,39.216,0.00079263,2.20E-12,0.014977,-3.0666,-6.7837,-2.4152,1,1,1,-4.7719,0,111.11,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0094014,0.027524,0.04048,0.10085,0.3798,0.8858,2.828,3.227,2.9481,6.6261,3.0535,11.409,22.447,20.801,18.556,35.705,0,0,0.056596,0.72285,0.34435,1.3435,0.0032219,3.2967,5.974,0.10448,13.523,22.174,0,0.69517,2.4766,0.019937,0.01917,0.017868,0.00028757,0.00018928,0.00073874,2.22E-08,1,1,3456,0,1,146,176,1,3333,4445,-11,13,34,-51,146,12,0,1.5,0,1,0,2,0.000999,0.72479,2.44E-06,1.66E-15,0.052869,0.015728,1,3.9604,44.444,0,9.901,8.8009,55.556,55.556,0,0,9.12E-12,0,0,3.7879,3.7879,2.6738,8.0214,0.00054183,1,0,0,0.75415,8.2956,4.2735,42.735,0,1.6874,17.109,9.8039,80.61,0,3.4949,10.303,23.148,57.87,1,0.00054183,0.00051409,1,1.01E-17,4.76E-17,1,0.00013022,0.00015203,1,0.078419,0.026435,1,0.041275,0.032808,1,5.86E-12,1,0.30726,0.30536,0.00051409,0.16421,0.31579,0.15044,0.81818,1
7.91E-17,1,1.882,3.0659,8.7042,2.3114,7.7673,1.2841,13.636,10.303,15.152,4.1014,8.7042,7.7673,1,1,0,5.5006,2,12.397,0.00048933,0.1111,1.9127,2.2052,1.6556,184,40,220,204,0.3323,0.22636,25.253,40.404,18.519,55.556,25.556,63.333,2.0002,3.6004,1.8106,6.8528,2.3432,8.6139,0.10993,0.021834,12.397,5.6818,45.455,45.455,20.833,41.667,20,60,0.18614,1.71E-10,0.056453,-1.2269,-6.3138,-2.0173,0,1,0,-2.9943,0,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.0034522,0.05089,0.11032,0.083199,1.8629,0.7996,1.7831,3.6088,2.3031,4.9283,17.393,11.794,12.796,21.049,18.405,27.313,0,0,0,0.26252,0.071955,1.1594,0.66706,4.43,4.8883,3.6267,17.077,16.472,0,1.0809,2.4604,0.022371,0.029495,0.026584,0.0027816,0.0032156,0.0019766,3.22E-05,1,1,3456,0,1,56,40,1,3333,4445,93,73,88,7,184,40,0,0.5,0,1,0,1,0.090909,0.050549,3.46E-05,1.28E-13,0.2222,0.043667,1,3.9604,44.444,0,4.9505,5.9406,55.556,55.556,0,0,4.19E-08,0,0,1.8939,3.7879,1.8182,5.4545,0.19406,1,0,0,2.4757,7.1301,15.152,40.404,1.1111,1.5251,13.094,10,63.333,0,1.9517,10.984,9.2593,55.556,1,0.054916,0.085377,0.16354,1.51E-14,9.79E-14,0.33491,0.00856,0.019363,1,0.070425,0.1111,1,0.74643,0.48292,1,1.36E-10,1,0.035794,0.035448,0.28933,0.065421,0.5,0.15789,0.23077,1
7.82E-16,1,2.3887,2.964,9.6251,2.7342,6.4995,0.31511,18.868,17.296,12.987,2.6178,9.6251,6.4985,1,1,4.9505,0,2,6.993,3.07E-05,0.092544,2.0895,2.5135,1.3083,168,-10,468,188,0.00018428,0.17304,25.641,34.188,25.794,47.619,28.302,75.472,2.581,3.4273,2.0627,4.8523,2.6984,11.686,1.90E-06,0.10226,10.49,4.8701,38.462,38.462,35.714,35.714,18.868,56.604,3.82E-06,1.53E-13,0.21801,-4.6218,-7.0344,-1.2688,1,1,0,-2.1901,55.556,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.35597,8.37E-05,0.15268,0.15901,1,2.5291,1.2605,2.0937,2.4014,2.6885,7.2745,17.036,11.988,19,20.351,20.557,37.825,0.13483,0,0,0,0.04529,2.0075,1.5339,2.7535,6.2624,6.4759,12.82,23.915,0.26967,0.27166,2.3764,0.21244,0.19684,0.44882,7.12E-06,8.07E-06,2.10E-05,5.22E-06,1,1,3456,0,1,182,82,1,3333,4445,3452,2,20,39,168,-10,0,1,0,1,0,1,0.010989,0.40303,1.99E-06,3.66E-16,0.18509,0.20452,1,3.9604,33.333,0,4.9505,3.9604,55.556,44.444,0,0,2.88E-10,0,0,3.2468,1.6234,2.5729,6.8611,0.33953,1,0,0,0.75415,6.7873,4.2735,34.188,4.1929,1.7881,17.553,11.53,75.472,0,3.1124,8.8702,19.841,47.619,1,0.0050423,0.0051342,0.021711,2.80E-16,2.07E-15,0.15994,0.00010392,0.00010134,1,0.12931,0.092544,1,0.77534,0.8592,1,1.00E-12,1,0.56732,0.8592,0.38309,0.22628,0.2973,0.16418,0.14286,1
5.63E-16,1,2.2848,3.1444,9.4225,2.7675,6.5236,0.82595,27.444,24.014,17.857,4.7035,9.4215,6.5226,1,1,9.901,9.901,2,17.483,4.19E-06,0.5,2.7967,5.0524,5.9394,166,82,237,173,0.00030426,0.97265,25.641,59.829,29.762,59.524,37.736,88.05,2.7926,7.193,2.9271,7.1311,5.293,15.246,8.25E-05,0.54215,13.986,8.1169,76.923,76.923,35.714,17.857,47.17,47.17,7.40E-05,2.26E-09,0.96518,-3.7673,-5.6881,0.10585,1,1,0,-3.0375,55.556,111.11,0,0,0,0,0,0,0,3.1447,1,1,1,1,1,0.19794,0.070804,0.0019401,0.90104,0.86717,0.8788,2.7748,6.9,2.9203,4.9703,5.2701,10.988,20.706,36.377,22.277,28.825,27.604,45.719,0.10448,1.6795,0.11111,0.33163,1.4071,4.9049,4.5239,3.847,11.312,20.599,17.095,35.109,1.7914,0.81059,7.4199,0.80848,0.80287,0.51484,2.03E-06,1.95E-07,0.00036504,2.24E-06,1,1,3456,0,1,166,82,0.19794,3333,4445,-44,41,-68,-73,166,82,0,2,0,1,0,2,0.00074925,0.91925,4.15E-06,7.89E-15,1,0.93973,1,6.7107,55.556,0,6.0506,7.0407,55.556,55.556,0,0,2.01E-11,0,6.993,1.6234,4.0584,5.1458,11.149,0.0029133,1,0,0,0,11.145,0,59.829,8.3857,4.1723,20.82,23.061,88.05,0,3.6181,10.621,19.841,59.524,1,1.47E-06,1.04E-06,0.0017457,3.10E-14,4.57E-14,0.070961,0.0005033,0.0014491,1,0.56438,0.5,1,0.0074614,0.018953,0.041124,6.42E-09,1,0.027374,0.051018,0.004588,0.1933,0.33333,-0.0025575,0.4,1
2.04E-16,1,24.926,11.625,9.6138,4.4668,5.5232,0.001,99.485,89.623,53.571,20.018,9.6128,5.5232,1,1,23.102,19.802,2,59.441,3.44E-07,0.89281,20.863,31.053,24.024,162,-14,1,-87,1.30E-10,0.18794,123.93,158.12,103.17,142.86,141.51,241.09,25.429,32.496,20.961,29.605,32.194,73.635,4.30E-11,0.76691,52.448,32.468,192.31,115.38,89.286,71.429,84.906,141.51,3.34E-11,2.45E-14,0.43236,-6.4897,-7.0739,0.72872,1,1,0,-1.0929,111.11,166.67,0,0,8.547,12.821,1.9841,9.9206,14.675,62.893,0.40804,0.65838,0,-0.24617,0.20504,4.48E-06,0.58969,1.73E-09,0.50559,0.72293,0.40574,25.412,19.845,20.93,20.321,31.848,61.78,85.287,67.038,72.402,65.737,99.291,138.66,18.062,13.068,12.14,14.828,23.931,56.691,22.345,21.35,64.767,60.372,57.154,126.34,16.515,16.009,62.589,0.63691,0.71549,0.63177,5.39E-10,4.65E-09,5.73E-10,3.87E-07,1,1,3456,0,1,-124,-124,1.91E-05,3333,-123,-5,-47,25,37,162,-14,2,5.75,2,4.75,2,7,8.15E-05,0.99307,5.01E-07,5.66E-16,0.22621,0.4835,0.71344,27.943,144.44,0,14.851,20.792,111.11,122.22,0,0,4.34E-11,20.979,20.979,19.481,19.481,28.302,65.18,0.14373,0.65241,4.2735,21.368,22.624,40.305,94.017,158.12,75.472,27.994,86.18,99.581,241.09,23.81,21.592,37.309,87.302,140.87,0.073352,0.01011,0.0027726,1.33E-11,9.25E-16,1.74E-15,2.39E-05,2.08E-06,2.41E-05,0.40277,0.82263,0.92074,0.57847,0.83742,0.88898,1.03E-10,7.53E-13,1,0.77772,0.14115,0.054289,0.25585,0.16129,-0.05071,0.12121,1
0.001,1,1.6502,2.9543,9.4983,1.0512,15.152,1.1038,11.164,10.101,15.152,1.1038,8.6427,0,1,0,4.9505,4.9505,2,10.101,0.0011286,0.85714,0.001,1.666,2.358,418,44,949,213,0.29487,0.66208,18.519,43.21,0,37.037,16.569,50.682,1.6502,3.9726,0,3.3003,1.7274,5.0663,0.092917,0.85714,10.101,0,55.556,55.556,0,83.333,17.544,35.088,0.24069,3.51E-07,0.60264,-1.323,-5.4222,1,0,1,0,1,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.66853,0.95804,0.95804,1,1.6466,2.088,0.12929,0.58688,1.7152,2.7944,13.276,20.687,4.172,6.649,11.835,21.65,0,0,0,0,0.099219,0.051637,2.1525,0,2.3381,8.8654,0,10.213,0.19476,0,0.32741,1,1,1,0.21324,0.24298,0.048717,0.0013238,1,1,3456,0,1,418,44,1,3333,4445,133,112,95,51,418,44,0,1,0,1,0,1,0.0004995,1,9.45E-06,5.04E-17,1,0.78921,1,4.1804,44.444,0,0,2.9703,0,33.333,0,0,4.77E-09,0,0,0,0,1.5949,2.3923,0.11197,1,0,0,1.9366,7.6253,18.519,43.21,0,1.7391,9.1924,9.7466,50.682,0,0,6.5359,0,37.037,1,0.024434,0.15343,1,1.01E-12,2.33E-12,1,0.24789,0.26201,1,0.85714,0.85714,1,0.53353,0.63719,1,2.94E-08,1,1,1,0.15343,0.15556,1,-0.076923,0.4,1
4.01E-16,1,0.55006,1.5812,14.851,5.1131,18.182,2.2276,15.949,12.759,18.182,2.2276,14.49,0,1,0,4.9505,4.9505,2,15.152,3.61E-06,0.8022,0.001,1.0975,2.3915,452,94,181,-101,0.012911,0.48111,6.1728,49.383,0,33.333,13.645,73.099,0.55006,5.3172,0,4.9505,1.1484,9.872,0.034434,0.6998,5.0505,0,55.556,55.556,0,0,17.544,35.088,0.075034,9.90E-18,0.90476,-1.8193,-8.0754,1,0,1,0,1,55.556,55.556,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.00021467,0.45455,0.45455,1,0.53979,0.97576,0,1.3707,1.1913,6.4851,4.4327,11.554,0,15.8,10.044,36.003,0,0,0,0,0.087607,0.95752,1.0815,0,6.8332,4.4327,0,26.725,0.066139,0,2.0853,1,1,1,7.12E-11,5.57E-11,1.29E-07,7.02E-06,1,1,3456,0,1,452,94,1,3333,-97,-23,-2,160,-83,452,94,0,2,0,1,0,3,0.0004995,1,2.57E-06,1.44E-19,0.74525,0.78022,1,4.2904,44.444,0,4.9505,4.9505,55.556,33.333,0,0,9.31E-15,0,0,0,0,0.79745,6.3796,0.022624,1,0,0,1.0893,8.7146,6.1728,49.383,2.924,0.55422,15.671,3.8986,72.125,0,0,7.8431,0,33.333,1,0.036199,0.036199,0.041161,9.11E-20,2.65E-19,0.25041,0.017404,0.053237,1,0.6973,0.8022,1,0.45294,0.57647,1,3.36E-16,1,1,1,0.036199,0.37363,1,-0.19403,0.77778,1
1.20E-15,1,6.0506,6.1864,7.5066,2.2762,6.9963,1.5064,24.721,18.341,22.727,6.0706,7.5056,6.9963,1,1,9.901,4.9505,2,20.202,0.00077041,0.90769,1.5002,5.3216,5.1341,104,222,1,217,0.02408,0.41331,55.556,80.247,18.519,64.815,42.885,103.31,6.0506,8.9842,1.1001,9.901,5.7515,16.907,0.04699,0.44056,25.253,7.5758,111.11,55.556,83.333,83.333,26.316,61.404,0.086377,3.41E-11,0.74441,-1.6748,-6.3961,1,0,1,0,1,55.556,55.556,0,0,0,0,0,0,0,0.97466,1,1,0,1,1,0.36197,1,0.0048731,0.82877,0.93706,1,5.9073,5.4592,1.1695,2.3532,5.6843,9.9379,39.718,39.679,13.006,17.642,30.628,48.636,0.244,0.19476,0,0,0.96027,3.3823,7.9463,3.2132,9.7976,34.028,13.298,31.137,1.1494,0.29214,5.9701,0.90909,0.92308,0.90769,0.0014713,0.0016461,0.0081842,0.00026978,1,1,3456,0,1,164,222,0.36197,3333,4445,3452,-15,76,-64,104,222,0,2,0,1,0,3,8.74E-05,0.63695,7.97E-07,5.46E-20,0.73846,0.88112,1,10.231,100,0,9.901,10.891,55.556,66.667,0,0,4.52E-11,5.0505,5.0505,0,7.5758,4.7847,11.164,0.23439,1,0,0,5.5677,15.977,37.037,80.247,6.8226,4.4529,24.844,24.366,103.31,0,0.54466,14.706,9.2593,64.815,1,0.0069107,0.038009,0.0033429,1.65E-16,7.64E-16,0.13875,0.014242,0.047746,1,0.60559,0.90769,1,0.77795,0.48824,0.16294,7.97E-11,1,0.35891,0.19231,0.29412,0.22899,0.55556,-0.10638,0.18182,1
1.76E-15,1,5.9706,5.0608,12.599,5.0647,5.7895,1.4861,48.182,43.485,29.87,14.969,12.599,5.7885,1,1,19.802,24.202,2,18.182,1.08E-09,0.00010703,9.8238,11.647,7.6159,168,34,349,185,2.87E-06,0.00023489,51.852,66.667,68.254,111.11,70,153.33,6.454,9.1676,9.6024,19.158,12.134,34.015,1.86E-07,0.00033586,18.182,16.883,66.667,100,57.143,71.429,40,80,3.00E-08,3.40E-18,0.00051165,-5.0828,-7.4218,-3.4009,1,1,1,-4.2075,111.11,111.11,0,0,0,0,0,4.7619,0,18.889,-1.132,0.12881,0,-1.8313,1,0.0046959,0.70912,1.11E-07,0.00051361,0.00078165,0.0021697,6.2956,6.21,9.7006,13.413,11.979,23.595,37.063,38.738,47.751,53.225,49.728,75.571,0.59025,1.3898,2.4896,6.3874,5.0139,17.093,6.0902,14.326,21.521,23.937,40.49,56.93,1.6771,10.145,16.464,0.0020859,0.0031497,0.011288,2.82E-07,1.09E-08,7.54E-06,3.88E-09,1,1,3456,0,1,-124,34,0.0046959,3333,4445,152,30,53,27,168,34,0,3,0.5,4,1,6,2.34E-06,0.00073054,8.19E-09,4.67E-14,0.00021406,0.00067172,0.25762,9.901,66.667,0,19.802,16.062,111.11,111.11,0,0,5.10E-14,6.0606,6.0606,10.39,15.584,10.909,28.182,0.18239,1,0,0,6.5359,12.999,37.037,66.667,24.444,9.8693,41.547,46.667,153.33,11.111,10.271,27.575,57.143,111.11,1,0.0068437,0.011931,3.52E-07,2.76E-16,4.48E-18,0.0008899,1.29E-08,5.39E-09,0.033525,8.60E-05,0.00010703,1,0.20969,0.34309,3.43E-06,5.78E-14,1,0.20725,0.16821,0.11482,0.15966,0.23894,0.25,0.125,1
3.41E-17,1,0.66007,1.3955,10.213,2.0603,6.2106,0.95055,24.545,20,16.883,6.9837,10.213,6.2096,1,1,19.802,4.9505,2,9.0909,3.75E-09,0.002341,5.1948,6.5617,2.1373,274,38,-101,-101,0.018187,0.03125,7.4074,40.741,38.095,68.254,43.333,87.778,0.66007,4.2171,5.2962,9.9639,6.6667,12.189,0.0095317,0.00063034,6.0606,10.39,33.333,33.333,42.857,42.857,40,50,0.16094,1.54E-05,0.01803,-2.3443,-4.3262,-3.2248,0,1,1,-5.226,166.67,55.556,0,0,0,0,0,0,0,0,1,1,1,-0.61101,1,1,0.16439,0.085568,0.0052609,0.0022196,0.23706,0.65856,3.1861,5.2231,5.8321,6.6095,8.6748,5.306,13.723,27.349,33.112,31.85,40.752,0,1.9187,1.0519,1.1675,1.6486,2.4482,2.8856,6.18,8.3353,7.9632,21.453,27.766,2.7707,3.5274,5.2511,0.038387,0.017586,0.10686,0.10212,0.1305,0.053454,5.69E-09,1,1,3456,0,1,274,38,1,3333,4445,32,37,-26,28,274,38,0,1,0,2,0,3,3.88E-06,0.0317,6.41E-09,1.22E-13,0.004682,0.0012607,1,1.6502,22.222,0,4.9505,8.9109,55.556,66.667,0,0,2.89E-09,0,0,5.1948,6.4935,6.3636,10,0.0099654,1,0,0,1.1619,6.5359,7.4074,37.037,2.2222,5.9477,18.039,30,87.778,1.5873,4.8553,13.819,30.159,66.667,1,0.014092,0.021849,0.079685,1.93E-11,3.25E-12,0.22522,9.01E-06,2.59E-05,0.2706,0.0010646,0.0018525,1,0.2396,0.21315,1,7.58E-06,1,0.23912,0.21315,0.0090664,0.12513,0.28358,0.25243,0.69231,1
0.001,1,2.4602,2.4883,7.0182,3.854,4.2075,1.0068,44.545,41.212,32.468,18.969,7.0172,4.2065,1,1,19.802,39.604,2,15.152,5.80E-10,1.99E-05,14.723,12.817,4.3247,286,-124,-101,-101,0.0015407,0.00014567,25.926,62.963,79.365,128.57,77.778,163.33,2.6769,8.9109,14.317,26.937,12.992,37.558,0.00039124,2.59E-05,9.0909,22.078,33.333,66.667,57.143,71.429,50,80,0.011522,4.08E-15,0.0023671,-3.3589,-7.2864,-4.0474,1,1,1,-5.2524,111.11,166.67,0,55.556,0,0,4.7619,14.286,0,22.222,-1.98,0.02385,1,-1.5241,0.35065,0.0017988,0.16439,3.54E-11,2.24E-05,1.04E-05,0.0053403,2.6703,3.7472,14.436,18.343,12.969,30.586,17.889,16.007,57.009,64.91,54.243,88.511,0,2.0637,8.3665,10.885,5.4251,26.574,5.2447,18.772,31.171,13.348,51.969,72.471,3.9498,13.792,27.786,0.00059091,0.00016983,0.016467,9.66E-12,4.35E-10,7.78E-13,3.82E-09,1,1,3456,0,1,-124,-124,0.0017988,3333,-107,-35,-20,88,-26,286,-20,0,2,0.5,4,1,7.5,5.10E-07,0.0005041,7.50E-09,6.60E-14,3.98E-05,5.18E-05,0.047699,6.9307,55.556,0,4.9505,21.892,55.556,100,0,11.111,1.99E-14,3.0303,3.0303,15.584,19.481,12.727,30.909,0.0027953,1,0,3.7037,3.9216,14.597,14.815,62.963,34.444,9.6732,48.584,47.778,161.11,15.873,16.184,35.107,58.73,126.98,0.35065,0.0016209,0.00023809,1.22E-10,4.01E-17,2.62E-17,0.00029331,8.43E-08,1.61E-08,0.063742,9.40E-05,2.07E-05,1,0.82154,0.88707,3.35E-07,1.59E-13,1,0.92771,0.88707,0.0039181,0.11909,0.23664,0.34254,0.41667,1
0.001,1,6.9238,4.5584,29.262,9.2898,8.2524,2.7369,99.282,89.713,20.053,8.8094,29.262,8.2514,1,1,29.703,15.952,2,38.462,2.06E-07,0.95426,3.2297,4.4649,13.836,228,-14,1,180,1.77E-14,0.30955,55.556,106.84,34.314,93.137,42.398,241.23,6.8968,21.283,3.3327,15.709,3.8793,62.822,1.29E-10,0.99527,20.979,8.0214,38.462,76.923,29.412,29.412,26.316,144.74,1.17E-12,6.92E-20,0.19003,-6.3216,-7.3901,2.5949,1,1,0,-2.7082,111.11,111.11,0,0,0,4.2735,0,1.634,0,46.784,0.74812,0.77281,1,1.4765,0.036527,1.39E-05,0.10291,2.79E-07,0.99061,0.87704,0.99192,7.0235,8.6246,3.2967,5.116,3.998,18.647,38.256,42.259,23.863,35.175,30.4,73.526,0.57765,2.3735,0.2957,0.3392,0.40351,9.2715,10.465,4.7385,18.543,35.164,18.68,52.215,5.2363,1.448,13.647,0.99353,0.99123,0.99067,1.64E-08,2.27E-07,1.20E-07,1.46E-07,1,1,3456,0,1,228,-14,7.46E-05,3333,-29,42,66,-2,1,228,-14,0,2.5,0,2,0,2,3.61E-05,0.79431,1.01E-06,4.10E-12,0.096824,0.010144,0.49644,26.733,111.11,11.111,19.802,11.881,111.11,88.889,0,0,7.49E-14,6.993,10.49,2.6738,8.0214,3.5885,37.081,0.00037977,0.35597,0,17.094,4.6087,28.825,25.641,106.84,67.251,3.182,78.804,26.316,235.38,8.1699,3.1398,22.107,19.608,93.137,0.036527,0.00011021,6.85E-05,3.10E-14,2.25E-14,2.74E-14,4.08E-05,5.14E-06,1.35E-06,0.9301,0.97878,0.95426,1,0.43741,0.33734,1.23E-10,7.34E-14,0.35597,0.0039917,0.0062018,0.0046273,0.4429,0.46154,-0.06851,0.31579,1
